Time,Type,Entry,Exit,PnL,Result
2022-10-19 10:53:00,SELL,1646.2,1647.0230999999999,-1381.5022348934874,SL
2022-10-19 10:54:00,SELL,1646.51,1644.86349,2735.374425089105,TP
2022-10-19 11:10:00,BUY,1645.18,1641.98,-1395.0409567954434,SL
2022-10-19 11:41:00,SELL,1640.74,1640.8718748581782,-93.40057438301731,SL
2022-10-19 13:30:00,BUY,1635.77,1635.7868365474892,28.411171684587565,TSL
2022-10-19 13:40:00,BUY,1634.45,1634.1945757077297,-431.4577709504866,SL
2022-10-19 13:52:00,BUY,1632.98,1634.6129799999999,2752.2521509820003,TP
2022-10-19 14:22:00,SELL,1632.55,1633.1478199740538,-490.7188116022183,SL
2022-10-19 15:24:00,SELL,1633.31,1632.5636505926755,446.1324023595395,TSL
2022-10-19 15:33:00,SELL,1632.68,1632.7268066122047,-29.452540880567323,SL
2022-10-19 15:37:00,SELL,1632.87,1634.2,-1402.9082074995877,SL
2022-10-19 15:38:00,SELL,1633.91,1634.726955,-1388.8791254245918,SL
2022-10-19 15:42:00,SELL,1635.5,1636.31775,-1374.9903341703457,SL
2022-10-19 15:45:00,SELL,1635.98,1634.34402,2722.4808616572845,TP
2022-10-19 15:48:00,BUY,1634.83,1633.51,-1388.465239445215,SL
2022-10-19 15:51:00,BUY,1633.06,1634.6930599999996,2749.161174101526,TP
2022-10-19 15:54:00,SELL,1634.71,1636.63,-1402.0721987917782,SL
2022-10-19 16:07:00,SELL,1635.55,1633.2099999999998,2776.102953607721,TP
2022-10-19 16:11:00,BUY,1633.14,1634.77314,2831.625012679875,TP
2022-10-19 16:19:00,SELL,1635.02,1635.96,-1444.1287564667361,SL
2022-10-19 16:34:00,SELL,1633.98,1636.43,-1429.6874689020688,SL
2022-10-19 16:43:00,SELL,1636.58,1634.7999999999997,2830.7811884260964,TP
2022-10-19 16:52:00,SELL,1634.74,1634.043999169435,368.0642086919873,TSL
2022-10-19 17:32:00,BUY,1633.82,1635.4719881245867,975.9399997452969,TSL
2022-10-19 18:09:00,SELL,1633.93,1634.5712406048845,-540.1019305851503,SL
2022-10-20 07:48:00,SELL,1630.14,1629.8307598324805,318.39398985826233,TSL
2022-10-20 10:55:00,SELL,1632.88,1633.69644,-1454.9213687744134,SL
2022-10-20 11:02:00,SELL,1633.87,1632.2361300000002,2880.744310173339,TP
2022-10-20 14:22:00,BUY,1638.43,1637.9941442730235,-133.96450665848423,SL
2022-10-20 15:15:00,SELL,1636.24,1637.37,-1467.839953121818,SL
2022-10-20 15:30:00,BUY,1637.71,1636.49,-1453.1615535905999,SL
2022-10-20 15:31:00,SELL,1637.0,1639.02,-1438.6299380546939,SL
2022-10-20 15:34:00,SELL,1638.41,1635.2100000000003,2848.4872773482944,TP
2022-10-20 15:51:00,SELL,1635.65,1634.7302295295322,306.46256569642316,TSL
2022-10-20 15:56:00,SELL,1634.83,1633.19517,2911.5862742091886,TP
2022-10-20 16:08:00,SELL,1633.29,1633.6225685271015,-269.8546442398244,SL
2022-10-20 16:38:00,BUY,1630.78,1632.41078,2964.420906808576,TP
2022-10-20 16:44:00,BUY,1631.29,1633.0499999999997,3023.7093249447476,TP
2022-10-20 17:00:00,SELL,1633.87,1634.2678490957724,-751.001989891775,SL
2022-10-20 17:13:00,BUY,1634.87,1639.4099999999999,3069.1634716458066,TP
2022-10-20 17:36:00,BUY,1639.29,1640.5271463202996,478.1412816360034,TSL
2022-10-20 17:47:00,SELL,1641.64,1642.1581969244428,-760.3715513472137,SL
2022-10-20 18:18:00,BUY,1643.24,1643.7198907019697,235.7879684717226,TSL
2022-10-21 07:10:00,SELL,1621.49,1621.527758977803,-15.072853651909522,SL
2022-10-21 10:24:00,SELL,1623.65,1624.461825,-1564.6582189904475,SL
2022-10-21 10:27:00,SELL,1626.01,1626.823005,-1549.0116368005429,SL
2022-10-21 10:36:00,SELL,1626.47,1624.8435300000003,3067.043040865075,TP
2022-10-21 11:45:00,SELL,1621.08,1620.5313197081537,373.1483896048075,TSL
2022-10-21 15:12:00,BUY,1622.68,1622.3565538392334,-625.0632476420795,SL
2022-10-21 15:26:00,SELL,1622.35,1621.2086574020109,1135.2889766503006,TSL
2022-10-21 15:27:00,SELL,1621.4,1622.2107,-1573.0256920273187,SL
2022-10-21 15:34:00,BUY,1622.27,1619.29,-1557.2954351070455,SL
2022-10-21 15:43:00,SELL,1620.08,1622.85,-1541.7224807559749,SL
2022-10-21 15:46:00,SELL,1623.79,1622.1662100000003,3052.6105118968303,TP
2022-10-21 15:56:00,SELL,1621.51,1624.41,-1556.8313610673836,SL
2022-10-21 15:57:00,SELL,1625.2,1626.0126,-1541.2630474567097,SL
2022-10-21 15:58:00,SELL,1626.85,1627.6634249999997,-1525.8504169821424,SL
2022-10-21 16:01:00,SELL,1632.37,1633.61,-1510.5919128123212,SL
2022-10-21 16:42:00,BUY,1633.01,1634.8112605685194,216.54018900292618,TSL
2022-10-21 16:44:00,BUY,1635.43,1637.7700000000002,2995.302791148455,TP
2022-10-21 17:14:00,BUY,1637.85,1640.9189010870848,1305.8682105490539,TSL
2022-10-21 17:35:00,SELL,1641.56,1635.2199999999998,3081.3262111824047,TP
2022-10-21 17:37:00,BUY,1635.04,1636.6750399999996,3142.952735406053,TP
2022-10-21 17:57:00,BUY,1637.81,1640.2661128839698,1115.2741701532293,TSL
2022-10-21 18:01:00,BUY,1639.37,1638.550315,-1614.058636758619,SL
2022-10-21 18:09:00,SELL,1638.51,1639.81866092417,-396.04790010845886,SL
2022-10-21 18:10:00,SELL,1639.59,1640.4097949999998,-1593.9575713899485,SL
2022-10-21 18:11:00,SELL,1640.51,1641.3302549999999,-1578.0179956760492,SL
2022-10-21 18:13:00,SELL,1641.3,1642.1206499999998,-1562.2378157192886,SL
2022-10-21 18:14:00,SELL,1641.92,1642.93,-1546.6154375620954,SL
2022-10-21 18:19:00,SELL,1642.1,1640.1399999999999,3062.298566372949,TP
2022-10-21 18:21:00,BUY,1640.16,1642.5000000000002,3123.5445377004085,TP
2022-10-21 18:28:00,BUY,1643.52,1643.5795940503933,22.180790186598525,TSL
2022-10-21 19:05:00,BUY,1644.26,1650.9331424865807,2117.8979312737424,TSL
2022-10-21 19:24:00,SELL,1650.93,1650.0177377003963,472.039747443977,TSL
2022-10-21 19:39:00,BUY,1650.54,1649.6469848150045,-464.92176630134196,SL
2022-10-21 19:42:00,BUY,1649.9,1652.1800000000003,3228.959362506476,TP
2022-10-21 19:45:00,SELL,1651.58,1652.4057899999998,-1646.769274878303,SL
2022-10-21 19:59:00,BUY,1652.23,1651.2536849559788,-587.3387309685135,SL
2022-10-21 20:02:00,SELL,1653.27,1654.0966349999999,-1624.4281948198347,SL
2022-10-21 20:09:00,SELL,1654.27,1652.61573,3216.3678257432725,TP
2022-10-24 02:40:00,BUY,1661.73,1661.0172845119268,-224.82714115792245,SL
2022-10-24 02:41:00,BUY,1660.82,1660.6783218495696,-57.163271388877,SL
